1041.899053,576.4169839,0
1026.275069,607.4814919,0
1026.291965,608.7656274,0
1026.513421,609.9836361,0
1026.409693,611.4704124,0
1026.375138,612.7489417,0
1027.077297,614.132609,0
1027.113032,615.0140491,0
1026.865102,617.472679,0
1027.16211,619.3867296,0
1028.186042,620.68696,0
1028.996406,622.0278768,0
1030.10924,622.9059726,0
1030.441185,623.2976673,0
1030.501918,623.5511604,0
1030.831185,625.0761889,0
1031.125425,625.7552047,0
1031.119021,625.8928944,0
1031.064621,626.0102104,0
1030.433583,627.371057,0
1030.421259,627.3927779,0
1029.665713,628.7244279,0
1029.365435,629.0247056,0
1025.767608,630.8536013,0
1027.819654,632.3022301,0
1027.859266,632.5576236,0
1028.643907,634.0148147,0
1029.030765,634.6707903,0
1029.175466,635.6595824,0
1030.035056,637.1877417,0
1031.469571,638.6884651,0
1033.262105,638.9872208,0
1035.427734,638.3094285,0
1036.434595,637.8779168,0
1036.894082,637.8372027,0
1037.997298,637.955882,0
1039.480702,638.6422333,0
1041.923101,638.4829464,0
1043.136707,636.5225063,0
1042.859579,634.8077755,0
1042.962204,634.6810036,0
1043.904199,634.0937857,0
1044.649171,633.5891275,0
1044.890528,633.5891275,0
1046.457358,634.2525603,0
1048.22069,635.6394503,0
1050.491642,636.5684761,0
1052.027529,636.0155567,0
1053.061558,635.8457907,0
1053.926352,635.79707,0
1055.225,636.2944247,0
1055.400088,636.3969147,0
1055.993289,637.5174058,0
1057.843764,639.2967093,0
1060.388323,639.2543,0
1062.681289,637.8740679,0
1063.706016,637.5425384,0
1063.956652,637.8640054,0
1064.480982,639.4597924,0
1065.564873,640.3586288,0
1066.630709,641.7269324,0
1067.137228,643.7342498,0
1067.531292,644.3611687,0
1067.746521,645.5756755,0
1068.339877,648.2457788,0
1068.743973,650.3948339,0
1068.87258,652.5382925,0
1069.520477,654.2737301,0
1070.267663,656.4352329,0
1070.58464,657.5363108,0
1070.397584,657.7981895,0
1069.82523,658.2190379,0
1069.411775,658.5230488,0
1068.263331,660.7481587,0
1066.591626,662.7703826,0
